nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17511,FR*SOD*S*MB17*5*1*_*_,PONS - PLACE DES MARRONNIERS,Voirie,PLACE DES MARRONNIERS,17800,"[45.577977,-0.548559]",2,FRS17EMB17511,FR*SOD*E*MB17*5*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-05-28,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17512,FR*SOD*S*MB17*5*1*_*_,PONS - PLACE DES MARRONNIERS,Voirie,PLACE DES MARRONNIERS,17800,"[45.577977,-0.548559]",2,FRS17EMB17512,FR*SOD*E*MB17*5*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-05-28,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17512,FR*SOD*S*MB17*5*1*_*_,PONS - PLACE DES MARRONNIERS,Voirie,PLACE DES MARRONNIERS,17800,"[45.577977,-0.548559]",2,FRS17EMB17512,FR*SOD*E*MB17*5*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-05-28,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17612,FR*SOD*S*MB17*6*1*_*_,RIVEDOUX - PLACE DES LIONS,Voirie,PLACE DES LIONS,17940,"[46.159822,-1.276077]",2,FRS17EMB17612,FR*SOD*E*MB17*6*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-08,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17611,FR*SOD*S*MB17*6*1*_*_,RIVEDOUX - PLACE DES LIONS,Voirie,PLACE DES LIONS,17940,"[46.159822,-1.276077]",2,FRS17EMB17611,FR*SOD*E*MB17*6*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-08,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17612,FR*SOD*S*MB17*6*1*_*_,RIVEDOUX - PLACE DES LIONS,Voirie,PLACE DES LIONS,17940,"[46.159822,-1.276077]",2,FRS17EMB17612,FR*SOD*E*MB17*6*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-08,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17712,FR*SOD*S*MB17*7*1*_*_,PUILBOREAU - PLACE JEAN FLIPPI,Voirie,PLACE JEAN FLIPPI,17138,"[46.185988,-1.116179]",2,FRS17EMB17712,FR*SOD*E*MB17*7*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17711,FR*SOD*S*MB17*7*1*_*_,PUILBOREAU - PLACE JEAN FLIPPI,Voirie,PLACE JEAN FLIPPI,17138,"[46.185988,-1.116179]",2,FRS17EMB17711,FR*SOD*E*MB17*7*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17712,FR*SOD*S*MB17*7*1*_*_,PUILBOREAU - PLACE JEAN FLIPPI,Voirie,PLACE JEAN FLIPPI,17138,"[46.185988,-1.116179]",2,FRS17EMB17712,FR*SOD*E*MB17*7*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17811,FR*SOD*S*MB17*8*1*_*_,SAINT JEAN DANGELY - PLACE DES MARTYRS,Voirie,PLACE DES MARTYRS,17400,"[45.945680,-0.517812]",2,FRS17EMB17811,FR*SOD*E*MB17*8*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17812,FR*SOD*S*MB17*8*1*_*_,SAINT JEAN DANGELY - PLACE DES MARTYRS,Voirie,PLACE DES MARTYRS,17400,"[45.945680,-0.517812]",2,FRS17EMB17812,FR*SOD*E*MB17*8*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17812,FR*SOD*S*MB17*8*1*_*_,SAINT JEAN DANGELY - PLACE DES MARTYRS,Voirie,PLACE DES MARTYRS,17400,"[45.945680,-0.517812]",2,FRS17EMB17812,FR*SOD*E*MB17*8*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17912,FR*SOD*S*MB17*9*1*_*_,DOLUS - PASSAGE DE LA CURE,Voirie,PASSAGE DE LA CURE,17550,"[45.910990,-1.265068]",2,FRS17EMB17912,FR*SOD*E*MB17*9*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17911,FR*SOD*S*MB17*9*1*_*_,DOLUS - PASSAGE DE LA CURE,Voirie,PASSAGE DE LA CURE,17550,"[45.910990,-1.265068]",2,FRS17EMB17911,FR*SOD*E*MB17*9*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB17912,FR*SOD*S*MB17*9*1*_*_,DOLUS - PASSAGE DE LA CURE,Voirie,PASSAGE DE LA CURE,17550,"[45.910990,-1.265068]",2,FRS17EMB17912,FR*SOD*E*MB17*9*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-06-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171012,FR*SOD*S*MB17*10*1*_*_,PERIGNY - PARKING DE LA MAIRIE,Voirie,PARKING DE LA MAIRIE,17180,"[46.152379,-1.094403]",2,FRS17EMB171012,FR*SOD*E*MB17*10*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171011,FR*SOD*S*MB17*10*1*_*_,PERIGNY - PARKING DE LA MAIRIE,Voirie,PARKING DE LA MAIRIE,17180,"[46.152379,-1.094403]",2,FRS17EMB171011,FR*SOD*E*MB17*10*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171012,FR*SOD*S*MB17*10*1*_*_,PERIGNY - PARKING DE LA MAIRIE,Voirie,PARKING DE LA MAIRIE,17180,"[46.152379,-1.094403]",2,FRS17EMB171012,FR*SOD*E*MB17*10*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171111,FR*SOD*S*MB17*11*1*_*_,ROYAN - PLACE CHARLES DE GAULLE,Voirie,PLACE CHARLES DE GAULLE,17200,"[45.624614,-1.029349]",2,FRS17EMB171111,FR*SOD*E*MB17*11*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171112,FR*SOD*S*MB17*11*1*_*_,ROYAN - PLACE CHARLES DE GAULLE,Voirie,PLACE CHARLES DE GAULLE,17200,"[45.624614,-1.029349]",2,FRS17EMB171112,FR*SOD*E*MB17*11*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171112,FR*SOD*S*MB17*11*1*_*_,ROYAN - PLACE CHARLES DE GAULLE,Voirie,PLACE CHARLES DE GAULLE,17200,"[45.624614,-1.029349]",2,FRS17EMB171112,FR*SOD*E*MB17*11*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171212,FR*SOD*S*MB17*12*1*_*_,TONNAY CHARENTE - RUE DE LEGLISE,Voirie,RUE DE LÉGLISE,17430,"[45.943879,-0.892793]",2,FRS17EMB171212,FR*SOD*E*MB17*12*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171211,FR*SOD*S*MB17*12*1*_*_,TONNAY CHARENTE - RUE DE LEGLISE,Voirie,RUE DE LÉGLISE,17430,"[45.943879,-0.892793]",2,FRS17EMB171211,FR*SOD*E*MB17*12*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171212,FR*SOD*S*MB17*12*1*_*_,TONNAY CHARENTE - RUE DE LEGLISE,Voirie,RUE DE LÉGLISE,17430,"[45.943879,-0.892793]",2,FRS17EMB171212,FR*SOD*E*MB17*12*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-09-11,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171312,FR*SOD*S*MB17*13*1*_*_,MIRAMBEAU - RUE DES ECOLES,Voirie,RUE DES ÉCOLES,17150,"[45.373002,-0.569505]",3,FRS17EMB171312,FR*SOD*E*MB17*13*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-02-10,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171311,FR*SOD*S*MB17*13*1*_*_,MIRAMBEAU - RUE DES ECOLES,Voirie,RUE DES ÉCOLES,17150,"[45.373002,-0.569505]",3,FRS17EMB171311,FR*SOD*E*MB17*13*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171312,FR*SOD*S*MB17*13*1*_*_,MIRAMBEAU - RUE DES ECOLES,Voirie,RUE DES ÉCOLES,17150,"[45.373002,-0.569505]",3,FRS17EMB171312,FR*SOD*E*MB17*13*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171412,FR*SOD*S*MB17*14*1*_*_,SAINT MARTIN DE RE - RUE DU PERE IGNACE,Voirie,RUE DU PÈRE IGNACE,17410,"[46.200984,-1.367359]",2,FRS17EMB171412,FR*SOD*E*MB17*14*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171412,FR*SOD*S*MB17*14*1*_*_,SAINT MARTIN DE RE - RUE DU PERE IGNACE,Voirie,RUE DU PÈRE IGNACE,17410,"[46.200984,-1.367359]",2,FRS17EMB171412,FR*SOD*E*MB17*14*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171411,FR*SOD*S*MB17*14*1*_*_,SAINT MARTIN DE RE - RUE DU PERE IGNACE,Voirie,RUE DU PÈRE IGNACE,17410,"[46.200984,-1.367359]",2,FRS17EMB171411,FR*SOD*E*MB17*14*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-21,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171512,FR*SOD*S*MB17*15*1*_*_,DOMPIERRE SUR MER - ESPACE MICHEL CREPEAU,Voirie,ESPACE MICHEL CRÉPEAU,17139,"[46.188736,-1.064226]",2,FRS17EMB171512,FR*SOD*E*MB17*15*1*2*_,50000,false,false,false,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171511,FR*SOD*S*MB17*15*1*_*_,DOMPIERRE SUR MER - ESPACE MICHEL CREPEAU,Voirie,ESPACE MICHEL CRÉPEAU,17139,"[46.188736,-1.064226]",2,FRS17EMB171511,FR*SOD*E*MB17*15*1*1*_,43000,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171512,FR*SOD*S*MB17*15*1*_*_,DOMPIERRE SUR MER - ESPACE MICHEL CREPEAU,Voirie,ESPACE MICHEL CRÉPEAU,17139,"[46.188736,-1.064226]",2,FRS17EMB171512,FR*SOD*E*MB17*15*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-08-20,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
MOBIVE - SDEER 17,251702197,f-a.de-ferrieres@sdeer17.fr,Izivia,sav@izivia.com,0972668001,MOBIVE - SDEER 17,FRS17PMB171612,FR*SOD*S*MB17*16*1*_*_,SAINT GEORGES DOLERON - CHERAY PARKING GODEAU,Voirie,CHERAY PARKING GODEAU,17190,"[45.972849,-1.351954]",2,FRS17EMB171612,FR*SOD*E*MB17*16*1*2*_,50000,false,false,true,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2020-10-14,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-04-03
